scenario_name,wheel_radius_m,wheel_width_m,grouser_height_m,grouser_count,n_wheels,chassis_mass_kg,wheelbase_m,solar_area_m2,battery_capacity_wh,avionics_power_w,peak_wheel_torque_nm,range_km,energy_margin_raw_pct,slope_capability_deg,total_mass_kg,backend_used
highland_slope_capability,0.19999848849450302,0.030191849818629372,0.019503901234723633,24,4,0.5041814195273064,1.0339532362824977,0.18372809307203547,8.814768033990617,6.187941532527164,0.38264783264486746,48.169395364533685,285.38902015497695,19.358220439857405,8.332642941714546,evaluator
highland_slope_capability,0.19999784996301712,0.03825311376785551,0.01999807835169149,24,4,16.563387617513204,0.6591162728323452,0.374322644299933,242.77327514869162,9.960242557868893,2.5411140296122454,55.7123721743145,339.7824377276585,18.827464701217636,35.484425937053835,evaluator
highland_slope_capability,0.1999835438154197,0.03006780849686012,0.019999190913774154,24,4,0.5144281370934042,0.9468944568649806,0.3294369457766206,28.79990079853653,5.038143744898282,0.4754272153806184,52.541118043484495,665.3410489894707,19.526195803530094,9.043077395342834,evaluator
highland_slope_capability,0.19999835074990116,0.03044576666813941,0.01996011148891477,24,4,0.5041814195273064,1.0339532362824977,0.22461747600265922,67.99541052473444,5.036891183253616,0.3822386329974194,53.4576626275889,420.4578331795287,19.514393389934455,9.091502146875467,evaluator
highland_slope_capability,0.19998894837078124,0.03825311376785551,0.019998911527639163,24,4,15.356978994368717,0.6898335099413058,0.3286533656886073,236.63576080190361,5.508166295790697,1.4611285794677664,55.68940981812972,429.98378692054825,18.939054446700876,32.72693115224429,evaluator
highland_slope_capability,0.1999980045662266,0.031419879565108576,0.01999905400639963,24,4,12.36039479388276,0.9910410313276625,0.5922682236436743,236.63576080190361,9.902513664984559,2.2624638446300454,55.68903883747236,630.7762588539654,18.79651831977162,29.810948175599876,evaluator
highland_slope_capability,0.19996676140645783,0.0303384365525574,0.019991725260512457,24,4,0.5343027210561805,1.0239956207421692,0.2576369066630436,7.0074241260819115,5.105693858486826,0.46156729304200167,50.66701298662335,500.383525641933,19.523301460621557,8.594111000729022,evaluator
highland_slope_capability,0.1999980045662266,0.030538715527596853,0.01999905400639963,24,4,10.740125190250282,0.9910410313276625,0.5934680611965933,118.82840807769378,5.367391643685564,2.2624638446300454,55.655143237460656,945.9138338194754,18.951477536268168,25.905012798255246,evaluator
highland_slope_capability,0.19998916381541815,0.03044701010866504,0.01999946602876711,24,4,9.077770582133347,0.6709527621176541,0.8203114198329903,98.7530892529269,7.570862699148428,1.5962605279388438,55.60368344035622,1149.2191955652554,19.04225606029462,23.96786726815359,evaluator
highland_slope_capability,0.19857796534203842,0.030336490967733706,0.019987001874135026,24,4,0.5349910769796431,1.049227061847042,0.1908922885738742,5.705487679018481,5.151443096881851,0.46156729304200167,48.90737423527232,345.6119512671572,19.493589822633645,8.344569065563995,evaluator
